	C12D01	C16D02	C13D09	C09D05	C18D04	C02D02	C12D02	C05D01	C06D03	C04D02	Mock	C18D06	C14D01	C15D02	C13D07	C02D01	C10D03	C10D01	C03D02	C14D03	C14D02	C08D03	C09D06	C09D04	C15D01	C16D03	C05D02	C16D01	C02D03	C07D02	C07D03	C06D01	C04D03	C08D02	C11D01	C10D02	C12D03	C11D03	C04D01	C18D05	C11D02	C07D01	C01D03	C17D02	C13D08	C17D01	C15D03	C01D01	C01D02	C05D03	C06D02	C17D03	C08D01	C03D01	C03D03
C09D06	1.26159949151	1.18997354736	3.06811146981	0.357064423019	2.21103292151	1.70264552528	1.33180111321	1.71935050226	1.09729449396	1.66742006585	3.29481809604	2.20520302623	2.10346335642	1.62159157264	1.64456568642	1.7935418466	1.12106585321	1.08518016472	1.66769697755	2.06422389717	2.2246240917	1.90847419698	0.0	0.30053259434	1.48681250491	1.03087780321	1.60624531792	1.28802482113	1.83500011415	0.976574027925	1.09621463321	1.14556405755	1.70582505566	1.96935198717	1.45791599434	0.827767285283	0.933685489623	1.38597338113	1.65694738377	1.94826067906	1.27533054396	1.14128615981	1.7094282934	2.41928771132	3.23707822736	2.51636413189	1.25907532698	1.79166945528	1.65566280925	1.5958761566	1.03443229755	2.50691197887	2.03092269623	1.78558169245	1.6760882666
C09D04	1.38267951943	1.04291603226	3.1939841434	0.28065330566	2.02627389774	1.49519431774	1.47046268151	1.51631482151	0.964810095849	1.52392504057	3.13716911679	2.02155118434	2.21381917528	1.74179866547	1.68034489925	1.57998861679	1.24902578943	1.22683348585	1.47127581453	2.14874505377	2.34934789321	1.70214733547	0.30053259434	0.0	1.58990395509	1.12017169604	1.40069790925	1.1296166	1.64260157377	0.922894186038	0.937596223774	1.01889479	1.55543083038	1.75955983509	1.2964358366	0.927251108679	1.06709992811	1.2233587634	1.50709456566	1.73476687717	1.11623051906	0.985992189245	1.4959230534	2.23122507509	3.36938197717	2.33515863868	1.31551469679	1.5748462934	1.44294491868	1.42443694226	1.01772932849	2.32980321057	1.8257993883	1.58272517434	1.49709475868
C15D01	0.434937394906	1.54334226585	1.97485914755	1.73274311547	2.71556354717	2.26081081887	0.445205853962	2.19090780453	1.52486978038	2.08758306698	3.93084670736	2.70228266321	0.862136061321	0.254192885094	0.611701522642	2.3638071666	0.695594062264	0.861622101698	2.12838074094	0.75809810434	0.901860021509	2.47988461887	1.48681250491	1.58990395509	0.0	1.36535719377	2.08156069151	1.66189898302	2.37114384849	1.41303880491	1.52799781698	1.58062773528	2.13366713906	2.53914683774	1.87312084226	1.19495068906	0.81667029566	1.79834623019	2.08468333623	2.49461898321	1.68433897906	1.56880589755	2.25177673377	2.94474690679	2.14556775453	3.04558285981	0.352051599434	2.33598254623	2.1944342817	2.04027709547	1.47425716283	3.02292639623	2.59020751774	2.25082975019	2.11742556094
C16D03	1.2002463283	0.254423944151	2.68845445943	1.28607779943	1.71324789943	1.36269454962	1.15219971415	1.22813159943	0.565779408868	1.00259304491	3.31179832113	1.68617053358	2.06480584679	1.50558692642	1.33729200472	1.49413906264	1.40693146736	1.42748617509	1.11846262415	1.81459173774	2.07515435604	1.4868681983	1.03087780321	1.12017169604	1.36535719377	0.0	1.1163087917	0.370699574906	1.39798176	0.51653756434	0.677670038302	0.624866161132	1.04914123774	1.55003877943	0.835635951132	1.1875213934	1.18015210415	0.728242489623	1.02657829566	1.58540484792	0.594986372075	0.702217811321	1.31436565774	1.89049994849	2.8418751517	1.99226682377	1.18055643849	1.41252025208	1.27411189396	1.01174341226	0.523997977358	1.93973647528	1.57420547604	1.24398565453	1.07429855321
C05D02	1.94943116868	0.955614897358	3.48946373075	1.63477336019	0.829255339057	0.417062583962	1.90574642887	0.210022768491	0.931429527736	0.411491529057	2.61597762717	0.81048200717	2.80452483208	2.22232543283	1.8923394866	0.569866398491	2.1377553183	2.15959692717	0.220656446415	2.54908283283	2.8386571017	0.730559836415	1.60624531792	1.40069790925	2.08156069151	1.1163087917	0.0	0.814363265094	0.531144577736	0.880205463585	0.76404204283	0.88009034566	0.361502274717	0.774073366604	0.693179081698	1.89074221189	1.90554646491	0.738919623585	0.380899460566	0.643068265283	0.874345238491	0.739676481887	0.402155309057	1.11789876509	3.65180732415	1.23523283698	1.82339980566	0.502384209811	0.36977461434	0.232080666981	1.00230150528	1.21033213302	0.824491153774	0.333032508868	0.251662049811
C16D01	1.49595068887	0.198339248868	3.00024717094	1.30310879132	1.40259686566	1.05250798868	1.44814825811	0.923538904151	0.581762869811	0.716024077925	3.02570455717	1.37653443415	2.37566340887	1.79856884132	1.62603336038	1.18198925943	1.71530544264	1.73667987528	0.813265108868	2.11843847038	2.3847437	1.18975625623	1.28802482113	1.1296166	1.66189898302	0.370699574906	0.814363265094	0.0	1.08793578887	0.641837436226	0.534430664151	0.533407602453	0.75842565566	1.25048379547	0.555914569811	1.48391333434	1.47002115453	0.448162086792	0.733250283774	1.27655592698	0.476635596415	0.504008700189	1.00920905642	1.58678542226	3.15933300434	1.69118867604	1.45451245604	1.10649679453	0.968980445849	0.710039123019	0.661342791509	1.63931069849	1.27854313774	0.937732991321	0.767050885094
C02D03	2.25884707019	1.24556570642	3.74222099415	1.86862999038	0.625919329245	0.29548779	2.19680719189	0.449787553019	1.16452710962	0.734587279245	2.41320125509	0.612040033585	3.08578073962	2.50461478868	2.19935065377	0.289187659623	2.43619687377	2.45949900491	0.529846876226	2.83083848113	3.10910900509	0.532568303208	1.83500011415	1.64260157377	2.37114384849	1.39798176	0.531144577736	1.08793578887	0.0	1.23462705453	1.13104637528	1.1168397434	0.6830691	0.583848931887	0.930347745094	2.18332648057	2.20048448113	0.996888991509	0.694555379057	0.471135934717	1.14197231283	1.11536120566	0.453091108679	0.926608931509	3.9041642834	1.02401945358	2.11033269434	0.409635046415	0.522368748679	0.633033719434	1.23427477849	1.00697443453	0.628406910755	0.412232429245	0.580591062642
C07D02	1.26860590962	0.52939258283	2.81362432792	1.11071344075	1.54248937509	1.15753451925	1.21270014642	0.975419187925	0.423429655472	0.873212808868	3.19959812057	1.52351118811	2.12366407189	1.53428267453	1.37018507321	1.28516641717	1.45495957925	1.4640675534	0.936118600189	1.88474061981	2.13311828415	1.37696677585	0.976574027925	0.922894186038	1.41303880491	0.51653756434	0.880205463585	0.641837436226	1.23462705453	0.0	0.230618575849	0.495598174906	0.909194412642	1.43948102943	0.682556548679	1.22040505057	1.22157455075	0.594753138868	0.856348876981	1.39541998321	0.487368665849	0.279318798302	1.12742006434	1.80026786906	2.97511095151	1.89842740585	1.19567025264	1.22223130019	1.09143143528	0.818364399623	0.385088859057	1.86510435547	1.48018384906	1.05889114943	0.919608600189
C07D03	1.38420359453	0.494413538302	2.96838062792	1.12542111132	1.43658124151	1.04208433132	1.32513084302	0.857687873962	0.480675946415	0.758669563208	3.07700975226	1.41241382811	2.24477307981	1.64885346887	1.5224234283	1.1739511817	1.57514106377	1.57796915566	0.821926127736	2.0075897417	2.25395768075	1.26751415962	1.09621463321	0.937596223774	1.52799781698	0.677670038302	0.76404204283	0.534430664151	1.13104637528	0.230618575849	0.0	0.444116504717	0.789216653019	1.33028057811	0.591239410943	1.33885518868	1.33303880962	0.496006481509	0.741856241509	1.2755485383	0.397104800189	0.121835763962	1.02024580623	1.69344988	3.14353424472	1.79125300774	1.31162961679	1.10951805679	0.977770168491	0.703276421887	0.556946420566	1.76139790868	1.37016587283	0.944948408302	0.800591965472
C06D01	1.46144186566	0.466972296604	2.96738724396	1.17574480962	1.47074849075	1.08644492623	1.35957600094	0.985138910377	0.132066037547	0.804292828302	3.12687033623	1.44974459811	2.33168088226	1.69258804226	1.55618226208	1.20848489585	1.67955608094	1.68410967849	0.886869606415	2.08363188491	2.3239342417	1.31696373528	1.14556405755	1.01889479	1.58062773528	0.624866161132	0.88009034566	0.533407602453	1.1168397434	0.495598174906	0.444116504717	0.0	0.843996533962	1.38118060962	0.51190341	1.44021920585	1.39661459585	0.431664796792	0.791623377547	1.35807625321	0.337738126415	0.478031862642	1.08553745132	1.72135976811	3.11097327245	1.7902915166	1.36923846113	1.18978025623	1.05995833698	0.77567226283	0.18749331283	1.75052163943	1.40676145264	1.00687008057	0.844603553962
C04D03	1.98619700189	0.88056096717	3.47294669491	1.74158139113	0.938174260566	0.655282031132	1.90541720321	0.463019907358	0.885981575283	0.114861826792	2.7371971366	0.90761043283	2.85353077925	2.25310197472	2.07953589491	0.806736330189	2.18927559038	2.18951348868	0.388472916604	2.60661500038	2.84705288283	0.853858428868	1.70582505566	1.55543083038	2.13366713906	1.04914123774	0.361502274717	0.75842565566	0.6830691	0.909194412642	0.789216653019	0.843996533962	0.0	0.915331730755	0.617375265472	1.95282848585	1.9409194517	0.666561830755	0.106245010755	0.855087716604	0.777772642264	0.771698542264	0.571971466415	1.23181603453	3.61839469283	1.31006138302	1.92487356415	0.663688095472	0.550647131698	0.307216632642	0.961791015849	1.25389723	0.935584631509	0.511101827358	0.311026506792
C08D02	2.41301902245	1.39441299453	3.82324836415	1.98125246679	0.764251098868	0.623606849057	2.37820052981	0.697917520377	1.4262537683	0.966830968868	2.30755181755	0.765671633774	3.22112732358	2.64833192774	2.22495706226	0.493378731132	2.57407285057	2.59166278887	0.742909320566	2.99116397151	3.26741354981	0.16101435434	1.96935198717	1.75955983509	2.53914683774	1.55003877943	0.774073366604	1.25048379547	0.583848931887	1.43948102943	1.33028057811	1.38118060962	0.915331730755	0.0	1.16930639925	2.31259950151	2.34881036736	1.21637131962	0.937883860377	0.47722819	1.35459520849	1.30708557981	0.61241212283	0.739966492453	3.97634142321	0.812852889245	2.24548329415	0.566765671509	0.668057475283	0.908378836604	1.49927650962	0.837240472453	0.152750271321	0.623256129057	0.785562077547
